"logFC" "logCPM" "PValue" "FDR"
"TMEM222" -1.36057733595407 6.50522772340004 0.00449736045809244 0.269646124302483
"HTR1E" -1.41813274239026 1.06441084761991 0.0045095827288369 0.269646124302483
"CCT6A" -1.36535300852248 7.19583209380449 0.00452759860058466 0.269864169984973
"DTNB" -1.36326471619852 7.44999830413239 0.00454017399455523 0.269864169984973
"RAB2B" -1.38383092586451 3.73903117049043 0.00459379849582863 0.270932834890763
"WDR49" -1.35883470693094 6.33651331390205 0.00460287449268113 0.270932834890763
"ZBTB3" -1.36238680345465 5.73104395670461 0.00460690503233235 0.270932834890763
"GCKR" -1.3650044628165 4.10295099777388 0.00461225583833808 0.270932834890763
"GPR52" -1.41228098440223 6.24538371649509 0.0046897703934117 0.274209452918479
"CDK10" -1.37227985826525 4.95796742893513 0.00469541422550239 0.274209452918479
"C9orf24" -1.33206768875216 5.34951828709645 0.00471538344093982 0.274267177390752
"ANAPC15" 1.36364918097364 4.88647755036972 0.00472378694023312 0.274267177390752
"CCDC86" -1.38462186410134 6.30679603182387 0.0047435301055365 0.274617490011565
"DDX1" -1.38266050415308 4.5778435040684 0.00476119573391594 0.274699629967559
"DIRAS1" -1.40300279442673 1.57190153649313 0.00477237637804956 0.274699629967559
"SPATA31A6" -1.39747296027111 0.855169441746928 0.0048487618758692 0.278296702394086
"NAP1L3" -1.37338308329491 2.96854759594329 0.00487563962705247 0.27903982105568
"VPS13B" -1.37117836761986 7.18500975124223 0.00492691692491324 0.280767978213287
"RPS10" -1.34299321706854 6.46204633916401 0.0049448529077384 0.280767978213287
"KMT2D" -1.35967712015739 7.23809317512749 0.00494788559279568 0.280767978213287
"LAMTOR3" -1.38976266422473 2.71061193270855 0.00498570407074838 0.282114797291415
"ZFAND2A" -1.41282166451429 1.56627400466441 0.00506222287407561 0.284702974974134
"TUBA8" 1.37947443467298 2.0870154559931 0.00507217285711654 0.284702974974134
"NFIX" -1.33474627122933 5.21827158599624 0.00508229460312624 0.284702974974134
"AP5B1" -1.34905869600372 2.70046247078754 0.00508829639262843 0.284702974974134
"CLDN10" -1.35217353044277 2.68296724822428 0.00516021052018737 0.285546192184939
"TMPRSS11D" -1.35042984157808 5.46224780496097 0.00517575706626752 0.285546192184939
"AXIN1" -1.35085346009807 5.59969545989577 0.0051786554136572 0.285546192184939
"STX3" -1.32461898986601 5.51859703012305 0.00520830160247503 0.285546192184939
"LY75" -1.38112086394358 5.84141118178706 0.00522080277480238 0.285546192184939
"KIAA1257" -1.35205265400605 5.06590476557259 0.005229243767789 0.285546192184939
"ANGPT2" -1.34276990872356 5.79128382882236 0.00524439081138434 0.285546192184939
"AVEN" -1.40063363233404 6.16320974130356 0.00525090839533514 0.285546192184939
"CARD6" -1.37219581075039 3.67554156942034 0.00525228322929171 0.285546192184939
"DUSP6" -1.35975708750142 6.68880215904524 0.00526231525078796 0.285546192184939
"STBD1" -1.45441667453314 -0.446586936068406 0.00528655537538748 0.285546192184939
"ARFGEF1" -1.40198852062391 2.86094218566663 0.00531051724353823 0.285546192184939
"PRDM10" -1.37245589518427 6.27433926988542 0.00531501226650409 0.285546192184939
"APBA3" -1.3420762493742 4.89451331176654 0.00534002395921057 0.285546192184939
"OGFOD2" -1.36709166586612 6.33797881625184 0.00534571016590655 0.285546192184939
"CLN8" -1.33501208950269 4.97050444640808 0.00536014155740615 0.285546192184939
"FLCN" -1.37094726427506 1.953053805335 0.00536652712432816 0.285546192184939
"MRPL9" -1.31764677089731 5.36587108958357 0.00537591749122034 0.285546192184939
"NOX4" -1.33839721963458 7.28838438408357 0.00539003793579722 0.285546192184939
"SULT1C4" -1.36535539064622 2.73831390248046 0.00540369675263212 0.285546192184939
"SEC63" -1.40698040877417 0.843196214860926 0.00543055687911911 0.285546192184939
"GANAB" -1.33979223138064 5.59105325423745 0.00543654648250152 0.285546192184939
"XKR4" -1.37413175727262 4.27466795293137 0.00544984266147196 0.285546192184939
"ADAMTSL4" -1.33022403566078 4.88829886318386 0.00547182109809022 0.285546192184939
"PTP4A1" -1.37320540713161 3.24399807705647 0.00547338230038637 0.285546192184939
"ADRA1D" -1.34398741481193 4.77992026943782 0.00547400218656165 0.285546192184939
"HAS1" -1.36004991533236 3.39880430549843 0.00551870769309397 0.286562819766865
"SFT2D3" -1.32908786978398 4.92609634764046 0.00552210316160001 0.286562819766865
"CTC-326K19.6" -1.34735604018028 4.45391747886647 0.00553665152595985 0.286575366192511
"GPATCH3" -1.32779106362016 5.79198412021398 0.00555746219714651 0.286911147605778
"SPP2" 1.31361828052456 6.49141446266789 0.00561380881033244 0.288329812026847
"SIM2" -1.37666454834714 1.42512871191664 0.00561665238741164 0.288329812026847
"TMEM45B" -1.32673840732661 7.03945291171258 0.00566561981940478 0.288329812026847
"PEG3" -1.37198067157904 3.32893379406275 0.00567484145897839 0.288329812026847
"KIAA1549" -1.33485088131487 4.46962738082413 0.00567642060174402 0.288329812026847
"SCD5" -1.36208811522635 2.2676503672211 0.00567942907629227 0.288329812026847
"PDE5A" -1.40638505153697 5.88272579981933 0.00568655777201137 0.288329812026847
"ARHGDIG" -1.3229630174372 6.10387958235854 0.00570912744332724 0.288329812026847
"MYC" -1.30746327378451 5.18774905228387 0.00574161230138457 0.288329812026847
"ZNF729" -1.34125451081207 6.52679132726528 0.00574326026051467 0.288329812026847
"DDX10" -1.36241463555129 2.19636809639562 0.0057432776695478 0.288329812026847
"CSNK2B" -1.3352203455053 4.67403652710207 0.0057796783999508 0.289431845073536
"WDR90" -1.34053295560123 4.49226518823796 0.00581119155347007 0.290203235579178
"OR6C2" -1.31355064762457 7.30929060892309 0.00586143277586145 0.290203235579178
"RABIF" -1.31689508264699 4.74994381101878 0.00586181067736982 0.290203235579178
"OR11H12" -1.34287360127613 6.45814763693226 0.00588420145446218 0.290203235579178
"DAB2IP" -1.3605626006257 3.94623492938095 0.00588505463590804 0.290203235579178
"CDH15" -1.33723286053753 6.69827341984379 0.00588562902761704 0.290203235579178
"NFKBIA" -1.39303574102094 6.09669862736815 0.00591248606135332 0.290203235579178
"CD52" -1.32408490561901 4.49521370987796 0.00591840990078923 0.290203235579178
"SAAL1" -1.3937982529259 0.967162880513653 0.00592547168648015 0.290203235579178
"CAD" -1.34037555613502 4.06981983789064 0.00597937827357839 0.292129088287924
"TMEM100" 1.31409068924008 4.44509674352957 0.00601414291428891 0.293112644078154
"UPK3BL" -1.32748908153545 5.89376697246361 0.00605396788748863 0.293239729140089
"FAM96A" -1.36657366856606 4.16628825560095 0.00606538889433617 0.293239729140089
"RGS22" -1.36788891128599 2.47031686074233 0.00606683517570427 0.293239729140089
"SYNE3" -1.37684607723013 3.77845302057805 0.00607530765279502 0.293239729140089
"TARDBP" -1.30514817171021 6.54885649782456 0.00610374373763473 0.293832741372036
"TTC13" -1.37229602565207 0.56902247651253 0.00612813386985651 0.293832741372036
"RCBTB1" -1.35433692076989 4.85756351643195 0.00613160031418856 0.293832741372036
"KDM2B" -1.32446153743661 6.50205657614027 0.00617359605632419 0.294131501582654
"CACNG3" -1.32035469955687 5.92177142142991 0.00618496148776245 0.294131501582654
"NPIPA3" -1.3221523972671 4.19246281030149 0.00618624722418098 0.294131501582654
"CMC2" -1.30086298849726 6.51915763588434 0.00620131466518977 0.294131501582654
"SYCE2" -1.31916160998159 5.14150168559747 0.00624449884500914 0.294131501582654
"MRO" -1.32743085812223 6.58080173003735 0.00626580291110926 0.294131501582654
"TAAR9" -1.32845828561362 4.69801768615906 0.00627178008907741 0.294131501582654
"TP53AIP1" -1.34009230140659 1.02960535085339 0.00628414329663606 0.294131501582654
"PNMA6A" -1.35060198540105 3.18764046848821 0.00633589577068576 0.294131501582654
"OR2J3" -1.30949022274022 5.16113661550467 0.00634000899788884 0.294131501582654
"DDI2" -1.30573333250571 4.48386320725337 0.00634041396541699 0.294131501582654
"HERC6" -1.30261809516473 6.3955408771492 0.00634578910646818 0.294131501582654
"GTPBP3" -1.30255956479741 5.52606481722977 0.00634693754710612 0.294131501582654
"KATNAL2" -1.33601502853067 5.92028973086222 0.00635334535074451 0.294131501582654
"TFAP2D" -1.3531469548064 0.851753559517375 0.00635809196671604 0.294131501582654
"PLEKHO2" -1.32632465491294 2.30236089046193 0.00642168666135193 0.295922927836696
"PPIL2" -1.28965632700065 5.30501749777229 0.00643550352542269 0.295922927836696
"TOE1" -1.31891240064902 4.76757493341679 0.00644113606593778 0.295922927836696
"RAB2A" 1.30463252747616 4.16147499986971 0.00646123944347766 0.296133767398741
"ZNF516" -1.31942496178303 7.30889823371763 0.00649790975622628 0.296133767398741
"HES1" -1.29853151432695 5.84446924950011 0.00652963761440422 0.296133767398741
"IRX6" -1.35288287228716 4.50587118853507 0.00654366450091474 0.296133767398741
"LMTK2" -1.29191301406584 5.08672678333699 0.00657170123678347 0.296133767398741
"HOXC8" -1.3205635032264 3.30781098108772 0.0065738288032313 0.296133767398741
"FAM227A" -1.30152487106114 4.36229693556237 0.00661358158864038 0.296133767398741
"CLIC2" -2.32950849420179 -3.23502081312936 0.0066225692153459 0.296133767398741
"C1orf43" -1.3137447336842 3.60006275997316 0.00662387552457492 0.296133767398741
"MECR" 1.31030025621512 7.49764499871799 0.00663817022148535 0.296133767398741
"GAL3ST4" -1.33387223470313 6.84554089121331 0.00665685690021886 0.296133767398741
"RAB6A" -1.31447353487932 3.07078984752526 0.00666368149485569 0.296133767398741
"UST" -1.33283376071896 5.1185181916794 0.00666883659508877 0.296133767398741
"EFHC1" -1.78632583365149 -2.41958437247426 0.00666935438402946 0.296133767398741
"PRDM6" -1.2994946948101 6.39414441564501 0.00667041720765104 0.296133767398741
"GSDMA" -1.31469846791603 4.53583857053003 0.00668226563148275 0.296133767398741
"AC018755.18" -1.32238061007466 4.52932908140387 0.00671659795104088 0.29688968065923
"SMG6" -1.30419663165677 4.30881530227643 0.00674371801962929 0.29688968065923
"OR2J2" -1.3100026682641 7.96431278769694 0.00675442055712913 0.29688968065923
"TMPRSS11E" -1.30668312300744 4.91389756275677 0.00677103340575051 0.29688968065923
"TMEM229A" -1.35159807738541 7.0211656274443 0.00677747473551712 0.29688968065923
"ZC3H12C" -1.30668079272857 5.4121375338621 0.00678829902243302 0.29688968065923
"BOLA2B" -1.31496341732793 4.66457717672251 0.00680307340734794 0.29688968065923
"TOR1A" -1.31156213608959 6.18942652487982 0.00682036324833567 0.296997165711765
"OR52J3" -1.32160766248852 6.45722185051687 0.00687335822496597 0.298146742179165
"SEC23A" -1.28579841917948 6.15764552217209 0.00688039733907998 0.298146742179165
"PCDHGB7" -1.28800053169267 3.91616456248392 0.00689141538759691 0.298146742179165
"HMOX1" -1.33080780820204 2.72049061104717 0.0069113010105036 0.298362652028874
"NELFE" -1.33657578572308 5.81761702041629 0.00699557623050238 0.301351370910093
"TRAIP" -1.29374840606857 7.11461995979867 0.00701757566900089 0.301444399351883
"PFDN5" -1.33158972410872 2.75519264122287 0.00704213630259728 0.301444399351883
"EFCAB2" -1.29886299065829 4.10449664834642 0.00704542151964813 0.301444399351883
"ORAOV1" -1.31128145794198 4.3735599529688 0.00705793137117632 0.301444399351883
"NT5M" -1.30316874039766 7.01841512649447 0.00712923506242518 0.302593688130792
"DBF4B" -1.32151221709531 3.53474833561462 0.00713397691277067 0.302593688130792
"ADGRG3" -1.40038652668556 -0.403447822157688 0.00713661735413182 0.302593688130792
"STAC2" -1.27666780660258 5.13496410946094 0.00714526556267109 0.302593688130792
"DNTT" -1.32928325310707 4.6998349657241 0.00717240639944278 0.303102262842275
"SKOR1" -1.31617473442184 2.29103585353525 0.00721004534898404 0.303606762985323
"MIA3" -1.28424252946205 5.15079976318646 0.00721465823878058 0.303606762985323
"BBS7" -1.29112028675292 5.47593836284958 0.00725227164946646 0.30409492334179
"NUTM2G" -1.30906193260827 4.88916993626842 0.0072566209054653 0.30409492334179
"SRCAP" -1.57909737153883 -1.60242697991109 0.007273370364976 0.304160504761658
"ARHGEF1" -1.31618407288053 3.52410922306773 0.00746625995067176 0.310209119681669
"ZNF860" 1.30631013893741 4.08035221106349 0.00746889624746208 0.310209119681669
"STAP2" -1.31956104284201 2.46567327013917 0.00747082577282993 0.310209119681669
"MIER1" -1.32447502820826 5.45544949940979 0.00749545575901718 0.310209119681669
"SLC22A1" -1.28549315347853 4.92889201759626 0.00750917379899451 0.310209119681669
"RRP1B" -1.26583427462306 5.65491344124934 0.00752309748625523 0.310209119681669
"EMILIN3" -1.28744885247601 4.88868619190697 0.00752641566398538 0.310209119681669
"KIAA0586" -1.2679168557521 7.08653565990032 0.00761160843916238 0.31307623951717
"ITGA6" -1.30560569328894 8.02908733979306 0.00763902708035516 0.313560146406955
"AL358113.1" -1.30572051999626 2.7291300799322 0.00773168768100435 0.314885897989664
"RP5-966M1.6" -1.27588425416354 4.03304119214437 0.00777411668792169 0.314885897989664
"MYH3" -1.27342150985627 6.24064322889597 0.00780769710235139 0.314885897989664
"DPEP3" -1.29477067193085 4.62054491814338 0.00781152043392432 0.314885897989664
"CTD-2331H12.8" -1.26028977557301 5.36928945261196 0.0078300108441881 0.314885897989664
"RAB33A" -1.28303483734423 5.11603771433459 0.0078356056022376 0.314885897989664
"CCER2" -1.29383953934717 4.90420580963039 0.00786806948508409 0.314885897989664
"OSR2" -1.28526700447679 3.54780545671698 0.00790018979472703 0.314885897989664
"SERAC1" -1.28515656026159 2.15602487267063 0.00792748427049698 0.314885897989664
"TEX12" -1.3095515644824 1.21584425571811 0.00792786044848843 0.314885897989664
"TSEN54" -1.3013806162843 5.26761762046427 0.00792955130060165 0.314885897989664
"MAOB" -1.29405936836664 4.46901019641568 0.00796002300996317 0.314885897989664
"FAM63A" -1.36327750180466 0.253342313551327 0.00796817076119093 0.314885897989664
"CDK14" -1.29180488451071 5.69289527531683 0.00798605376470835 0.314885897989664
"ZMAT3" -1.34563335488931 -0.0348633712515856 0.00798898365482214 0.314885897989664
"VMA21" -1.275500851955 4.13976066828348 0.00800295324053199 0.314885897989664
"CASP9" -1.2817696105372 5.193548363097 0.00801500901748459 0.314885897989664
"CD2BP2" -1.29220193148858 4.25923543074647 0.00801998921079721 0.314885897989664
"C1orf111" -1.26380914989768 4.10460939090298 0.00802530644958229 0.314885897989664
"TXNL1" -1.30594387158351 6.17741575623704 0.00804313365676245 0.314885897989664
"MRPL46" -1.32330003430057 5.81224140216672 0.00806566832307555 0.314885897989664
"ZNF559" -1.27502494868384 4.8786195992609 0.00807731635153589 0.314885897989664
"APOA5" -1.27275382803468 6.77839544290969 0.00808189030408007 0.314885897989664
"IL16" -1.2731670057165 3.40264052436781 0.00810177438776155 0.314885897989664
"MPP3" -1.28695063606623 1.84495991228058 0.0081089010753792 0.314885897989664
"MAML3" -1.29639387482781 4.46819596477663 0.00811305882864159 0.314885897989664
"POTEE" -1.36883155735981 0.372604234659313 0.00817097787244231 0.314885897989664
"TMIGD2" -1.259924684724 6.67585898987158 0.00820707395284005 0.314885897989664
"PDS5B" -1.26571374355895 5.65769359400469 0.00823582872091352 0.314885897989664
"TTC21B" -1.28536945337508 1.70669068195066 0.008255970238653 0.314885897989664
"ANKRD63" -1.25087702381209 6.63428760319971 0.00825778016139768 0.314885897989664
"CRIPAK" -1.28694856520144 4.9650480330085 0.00827287769199009 0.314885897989664
"GIPR" -1.27585328589363 5.54982153969587 0.00829705542901371 0.314885897989664
"SLC35F5" -1.28425203430968 4.69029947264466 0.00830546349364281 0.314885897989664
"KRTAP1-1" -1.29580602598666 1.43964782070981 0.00832131989578855 0.314885897989664
"CNTFR" -1.28995894248615 1.70963829445142 0.00832394430182487 0.314885897989664
"ADGRF5" -1.2692947957829 6.19064245198324 0.00835257788731006 0.314885897989664
"PPIAL4A" -1.28618391290353 2.33444316334224 0.00835831007343967 0.314885897989664
"FECH" -1.27573024123641 5.49518991166945 0.00840675181134509 0.314885897989664
"MS4A8" -1.26643800827341 5.48661536479529 0.00841779736301045 0.314885897989664
"TFF2" -1.2776196603577 6.3042352846724 0.00842603566019886 0.314885897989664
"BAG2" -1.26665748953421 6.10681570724154 0.00842859406070687 0.314885897989664
"EML1" -1.32475185946069 6.85560613945933 0.00843153837514701 0.314885897989664
"KLHDC7B" -1.31283568101485 6.3128039322099 0.00844073959498596 0.314885897989664
"C17orf47" -1.39271233909977 0.869225794905174 0.00844502056647232 0.314885897989664
"ZBTB22" -1.28768174281083 4.56934089349855 0.00845132145147575 0.314885897989664
"HRH3" -1.25090282563546 4.98451747632611 0.00845708283826768 0.314885897989664
"PRRC2B" -1.2982950118791 2.39946115665415 0.00846559951026081 0.314885897989664
"RTEL1-TNFRSF6B" -1.26739987094347 2.80922675554569 0.0085077543217491 0.314885897989664
"RP11-404P21.8" -1.27160404486176 3.91970782008441 0.00851275561274056 0.314885897989664
"HR" -1.25191443198612 5.51447843885951 0.00852293203405157 0.314885897989664
"EDRF1" -1.31058404788103 1.23756240997253 0.00852734412744268 0.314885897989664
"SAGE1" -1.29500224073887 3.55098020615561 0.00854100779359992 0.314885897989664
"RPL14" -1.36134387650995 3.87729398653415 0.00855074573989159 0.314885897989664
"ACSM3" -1.27120754879446 5.22500383590187 0.00859566344736137 0.314885897989664
"OCSTAMP" -1.24080515143899 5.69170261984785 0.00861295819346796 0.314885897989664
"ENOX2" -1.30376022154132 0.862159625844155 0.00864855705726094 0.314885897989664
"GART" 1.31285847739928 2.00941914294048 0.00864965273460812 0.314885897989664
"TYRO3" -1.32511567601553 2.82078292991143 0.00865761991991009 0.314885897989664
"SLC38A2" -1.23731888817407 5.59811225276768 0.00868319219105144 0.314885897989664
"KDELR1" -1.29398871627507 1.42232433800324 0.00869043074735568 0.314885897989664
