#gene	sample4	sample5	sample6
SNX7	222	238	217
PLPPR5	443	290	268
PLPPR4	1169	1698	2985
PALMD	4902	7930	6600
FRRS1	2484	5285	9533
AGL	1884	3054	1587
AC096949.1	2360	2202	2751
SLC35A3	629	554	800
MFSD14A	4641	3367	1017
SASS6	1564	750	449
TRMT13	5	6	13
LRRC39	4260	1594	3695
DBT	782	719	431
RTCA	2373	634	3680
CDC14A	2411	6207	1878
GPR88	83	154	175
VCAM1	892	587	697
EXTL2	1898	1137	2006
SLC30A7	1134	935	642
DPH5	994	507	360
S1PR1	12146	8437	14911
OLFM3	485	531	681
COL11A1	560	428	266
RNPC3	1146	713	1286
AMY2B	1566	1320	3177
AMY2A	844	719	1260
AMY1A	1940	484	748
AMY1B	1248	1364	1569
AMY1C	2079	986	845
PRMT6	4107	4022	3201
NTNG1	1599	1121	1435
VAV3	1179	4320	1916
SLC25A24	4052	4767	2356
NBPF4	1418	1203	2130
NBPF6	2902	1638	2720
FAM102B	3318	3090	5356
HENMT1	2472	822	1233
PRPF38B	625	950	1429
FNDC7	451	402	316
STXBP3	592	494	467
AKNAD1	1842	3217	1251
RP11-475E11.9	6468	10313	4296
GPSM2	50	103	39
CLCC1	44	132	136
WDR47	6052	2094	5110
TAF13	8687	2287	3440
TMEM167B	1478	279	1051
C1orf194	1488	1859	1539
KIAA1324	3277	2885	6580
SARS	4935	4031	4253
CELSR2	6413	3806	6560
PSRC1	2117	962	858
MYBPHL	508	199	398
SORT1	1324	1395	529
PSMA5	1786	5157	4237
SYPL2	5251	5675	2977
ATXN7L2	2806	4177	3688
CYB561D1	4824	3046	7195
AMIGO1	3738	7312	5516
GPR61	9483	13359	12987
GNAI3	375	232	452
GNAT2	1767	2871	5939
AMPD2	500	1052	1285
GSTM4	4173	3881	4370
GSTM2	1082	1551	927
GSTM1	5201	4392	3014
GSTM5	2029	2255	2283
GSTM3	580	1884	1706
EPS8L3	2485	1823	2530
CSF1	642	455	540
AHCYL1	234	256	155
STRIP1	1479	2202	2193
ALX3	982	1048	476
UBL4B	6434	4178	5049
SLC6A17	470	651	578
KCNC4	5260	4437	2922
RBM15	997	1015	578
SLC16A4	1691	1850	752
LAMTOR5	22	49	47
PROK1	3826	9657	8095
KCNA10	6291	5278	4410
KCNA2	1820	954	3074
KCNA3	72	12	18
CD53	3087	1465	2018
LRIF1	2698	1975	2505
DRAM2	2250	2457	4577
CEPT1	3210	9263	4623
DENND2D	847	2629	3141
CHI3L2	4680	5881	4570
CHIA	903	1203	207
PIFO	1916	1800	1634
OVGP1	4503	1898	5749
WDR77	11596	16018	14966
ATP5F1	19	7	42
C1orf162	292	181	608
TMIGD3	1470	1718	2028
ADORA3	1008	1104	528
RAP1A	12370	5285	5505
FAM212B	874	440	469
DDX20	550	904	632
KCND3	3795	3756	7620
CTTNBP2NL	1904	3026	4987
WNT2B	2560	4159	2483
ST7L	3556	8272	4622
CAPZA1	12	6	15
MOV10	4886	2176	3778
RHOC	506	154	272
RP11-426L16.10	1092	1474	935
PPM1J	556	279	322
FAM19A3	729	1752	1328
SLC16A1	4576	4185	4659
LRIG2	419	187	303
MAGI3	1038	582	629
PHTF1	1197	1482	2108
RSBN1	1896	1745	1728
PTPN22	319	183	724
BCL2L15	77	86	52
AP4B1	1696	1995	2069
DCLRE1B	3154	3307	2500
HIPK1	1400	3277	1504
OLFML3	3801	2528	1542
SYT6	737	639	495
TRIM33	608	391	421
BCAS2	3295	3427	4499
DENND2C	3811	4263	1696
AMPD1	231	719	333
NRAS	708	511	1090
CSDE1	2333	1603	2058
SIKE1	7235	2142	2292
SYCP1	3912	2086	2649
TSHB	969	667	656
TSPAN2	6876	6019	3849
NGF	456	1007	922
VANGL1	1999	3391	3457
CASQ2	1572	2947	3584
NHLH2	1987	5613	3376
SLC22A15	2273	1727	1169
MAB21L3	15211	8781	7694
ATP1A1	545	762	831
CD58	1220	2974	2946
IGSF3	5454	2991	4280
CD2	15	9	21
PTGFRN	403	1527	2398
CD101	636	852	1355
TTF2	1213	1321	1251
TRIM45	135	41	30
VTCN1	482	427	369
MAN1A2	2083	1551	2968
FAM46C	1538	505	548
GDAP2	5804	1845	5274
WDR3	1200	780	1017
SPAG17	678	966	774
TBX15	1561	2782	1157
WARS2	6021	8054	5643
HAO2	5096	5900	2274
HSD3B2	74	247	103
HSD3B1	1337	802	1452
ZNF697	7266	4952	2778
PHGDH	486	448	344
HMGCS2	163	373	237
REG4	1310	632	465
ADAM30	1381	3434	2018
NOTCH2	2555	2226	1143
SEC22B	1606	3424	3269
NBPF26	2713	1543	3721
PPIAL4A	112	213	191
AC241377.1	2190	3442	1591
FCGR1B	584	960	1310
FAM72B	830	526	991
SRGAP2C	1299	1859	1123
HIST2H3PS2	6475	5931	3600
FAM72C	409	351	628
PPIAL4E	4282	4242	4818
NBPF15	847	849	2210
PPIAL4F	1309	382	775
SRGAP2B	1740	919	317
FAM72D	2530	3739	3242
AC241585.1	535	389	612
PPIAL4D	1316	1665	2564
NBPF20	6126	6298	2171
GPR89A	790	1194	1550
PDZK1	410	295	450
CD160	942	961	1266
RNF115	866	2042	571
POLR3C	1287	539	336
NUDT17	8557	7209	9672
PIAS3	2634	1477	865
ANKRD35	156	96	63
ITGA10	3647	2175	1540
PEX11B	991	1918	1668
RBM8A	14	17	14
CH17-270A2.2	976	1435	1945
LIX1L	490	950	967
ANKRD34A	5658	5163	10645
POLR3GL	1296	1176	941
TXNIP	907	511	1308
HFE2	2841	2051	3461
NBPF10	4340	2199	2721
RP11-458D21.5	719	807	687
NOTCH2NL	7512	7864	5613
AC243756.1	208	431	362
NBPF12	716	1038	648
PRKAB2	912	497	478
FMO5	73	111	331
CHD1L	2100	687	796
BCL9	6899	3524	5479
ACP6	817	1004	752
GJA5	3438	3829	5263
GJA8	5573	4215	3985
GPR89B	953	983	594
NBPF11	2050	2154	938
AC245100.1	3172	3889	3023
PPIAL4G	5401	4082	8964
NBPF14	793	435	415
PDE4DIP	280	668	205
NBPF9	554	445	806
NBPF19	1525	931	3351
PPIAL4C	49	105	74
FAM231D	375	194	827
FCGR1A	4047	6092	3678
HIST2H2BF	4883	3188	4127
HIST2H3D	642	2081	745
HIST2H4A	2201	4001	2904
HIST2H3C	1131	1276	3377
HIST2H2AA3	1308	2710	711
HIST2H2AA4	484	2255	2057
HIST2H3A	3555	3684	4427
HIST2H4B	1670	5529	2175
HIST2H2BE	3386	2755	5590
HIST2H2AC	8239	6642	2915
HIST2H2AB	1149	2873	1496
BOLA1	299	144	238
SV2A	128	167	270
SF3B4	736	631	712
MTMR11	846	556	882
OTUD7B	2319	5088	2979
VPS45	1587	1405	1012
PLEKHO1	1956	1345	1404
ANP32E	1927	1170	1339
CA14	413	560	448
APH1A	35	60	106
C1orf54	235	252	592
CIART	380	703	227
MRPS21	2624	1642	1967
AC242988.1	1971	2017	2965
PRPF3	2041	1927	2632
RPRD2	1721	2031	2003
TARS2	216	171	123
ECM1	1315	1572	1197
ADAMTSL4	893	1212	873
MCL1	25	29	21
ENSA	5281	4689	12509
GOLPH3L	276	841	596
HORMAD1	8370	1854	3143
CTSS	4957	8749	5616
CTSK	1871	506	1278
ARNT	6096	3669	3299
RP11-235D19.4	1015	671	833
SETDB1	912	624	409
CERS2	958	1408	1991
ANXA9	1843	1102	1230
FAM63A	27	25	63
PRUNE1	744	812	696
BNIPL	919	671	314
C1orf56	9924	7283	7663
CDC42SE1	1185	1565	548
MLLT11	1667	2880	2093
GABPB2	982	857	2031
SEMA6C	57	15	33
TNFAIP8L2	38	171	48
SCNM1	3452	992	723
LYSMD1	2056	850	1823
TMOD4	8234	9826	9905
VPS72	1916	1633	2352
PIP5K1A	58	43	36
PSMD4	3201	5177	2336
ZNF687	3603	2613	1006
PI4KB	399	498	63
RFX5	1517	1111	731
SELENBP1	2298	2772	3801
PSMB4	4904	6641	8152
POGZ	1642	952	1469
CGN	523	735	830
TUFT1	5293	14201	9503
SNX27	4313	7767	7728
CELF3	2261	3931	2909
RIIAD1	381	170	368
MRPL9	1586	1138	1454
OAZ3	561	433	477
TDRKH	1891	1345	2353
LINGO4	339	404	534
RORC	1313	2456	1308
C2CD4D	685	1018	2948
THEM5	2130	1322	497
THEM4	2430	5187	5140
S100A10	529	508	490
S100A11	1496	1906	843
TCHHL1	3719	2254	1113
TCHH	1486	2425	4974
RPTN	1200	1020	1796
HRNR	2965	4289	3141
FLG	8896	7125	3066
FLG2	1460	2448	1562
CRNN	269	504	83
LCE5A	4792	3734	2698
AL135842.1	198	300	218
CRCT1	141	225	320
LCE3E	1296	992	932
LCE3D	354	843	561
LCE3C	2618	2500	2103
LCE3B	1631	3314	2220
LCE3A	604	386	960
LCE2D	5180	2592	3064
LCE2C	1933	648	2206
LCE2B	3175	865	2388
LCE2A	3120	1351	856
LCE4A	3595	2203	2329
C1orf68	1583	1140	2721
KPRP	1542	902	2499
LCE1F	571	244	315
LCE1E	58	95	67
LCE1D	3044	2326	3617
LCE1C	3670	3509	5564
LCE1B	2212	2023	2857
LCE1A	1682	679	729
LCE6A	2609	1087	2075
SMCP	5829	5221	2960
IVL	3520	2119	1565
RP1-20N18.10	2452	5852	3206
SPRR4	2159	5281	3421
SPRR1A	1565	832	877
SPRR3	1472	2374	2035
SPRR1B	7942	6240	7695
SPRR2D	8691	6409	7682
SPRR2A	62	62	50
SPRR2B	751	753	691
SPRR2E	4803	2557	1501
SPRR2F	435	856	875
SPRR2G	1202	888	514
LELP1	250	380	488
PRR9	1284	1049	674
LOR	2282	1520	573
PGLYRP3	1081	458	195
PGLYRP4	3444	4187	2750
S100A9	3215	3249	2907
S100A12	698	567	745
S100A8	876	480	1194
S100A7A	1001	1436	774
S100A7L2	557	1155	709
S100A7	11970	4784	8630
S100A6	125	136	125
S100A5	2739	1686	3870
S100A4	743	1070	726
S100A3	5793	3678	1618
S100A2	4472	7078	4994
S100A16	170	125	118
S100A14	17	36	11
S100A13	4166	2207	1463
S100A1	3234	5070	3454
CHTOP	1551	2926	1957
SNAPIN	829	1573	1087
ILF2	1224	2560	1017
NPR1	4493	10489	5094
INTS3	437	525	879
AL513523.2	2698	2937	3711
SLC27A3	1807	1029	902
GATAD2B	493	208	231
DENND4B	12361	5114	6097
CRTC2	473	676	197
SLC39A1	1902	1786	1399
CREB3L4	2815	2841	6187
JTB	74	87	58
RAB13	3184	1363	818
RPS27	133	97	133
NUP210L	2158	1456	1949
TPM3	261	108	250
C1orf189	181	341	196
C1orf43	283	488	458
UBAP2L	3225	1084	2698
HAX1	202	265	188
AQP10	2660	2322	4088
ATP8B2	2804	4084	4944
IL6R	10930	8894	14302
SHE	2046	2804	2359
TDRD10	115	62	146
UBE2Q1	2909	1798	4862
CHRNB2	868	2143	1265
ADAR	1873	2051	2157
KCNN3	1266	2120	2259
PMVK	2746	1414	2943
PBXIP1	1400	1037	1675
PYGO2	2568	2887	1375
SHC1	279	398	234
CKS1B	282	350	601
FLAD1	371	510	356
LENEP	861	1511	503
ZBTB7B	1406	2171	951
DCST2	4011	5108	2646
DCST1	1968	2839	3740
ADAM15	2165	1696	911
EFNA4	1497	1524	946
RP11-540D14.8	1691	763	846
EFNA3	2250	5617	4726
EFNA1	3476	2612	4964
SLC50A1	451	746	1036
DPM3	793	928	1136
KRTCAP2	1485	694	1206
RP11-201K10.3	1868	637	2305
TRIM46	702	447	429
MUC1	2267	1813	2735
AC234582.2	11822	8987	10006
AC234582.1	1837	1409	613
THBS3	5306	3964	3286
MTX1	95	120	158
GBA	2857	1577	4113
FAM189B	5903	3394	8967
SCAMP3	1245	1483	2295
CLK2	208	212	317
HCN3	5090	2122	2339
PKLR	522	729	450
FDPS	8723	2538	4681
RUSC1	11175	4619	7139
ASH1L	4332	6078	4500
MSTO1	5650	6551	7448
YY1AP1	2049	1793	1775
DAP3	3195	2124	3507
GON4L	1133	2056	852
SYT11	2660	4340	2346
RIT1	200	291	574
KIAA0907	338	248	237
RXFP4	246	114	281
ARHGEF2	3483	6565	5132
SSR2	1177	1188	1554
UBQLN4	1165	1140	1664
LAMTOR2	839	528	370
RAB25	1688	858	647
MEX3A	88	106	183
LMNA	786	1398	778
SEMA4A	305	226	268
SLC25A44	5659	2880	9364
PMF1-BGLAP	1029	1036	668
PMF1	141	130	102
BGLAP	1122	7428	2575
PAQR6	398	175	355
SMG5	14	9	7
TMEM79	1264	2162	963
GLMP	2708	1053	957
VHLL	128	206	122
CCT3	3065	3819	3914
TSACC	2702	6383	8071
RHBG	912	1217	479
C1orf61	1940	2636	1054
MEF2D	299	107	388
IQGAP3	7	2	2
TTC24	1403	959	839
NAXE	1685	2589	2453
GPATCH4	3258	4046	3739
AL365181.1	226	884	1118
HAPLN2	2825	1730	1507
BCAN	982	1073	1658
NES	2838	3459	3565
CRABP2	4182	2661	2847
ISG20L2	1317	846	781
RRNAD1	1854	4407	4150
MRPL24	7051	3426	3472
HDGF	6959	2892	3308
PRCC	995	3155	2670
SH2D2A	540	360	307
NTRK1	2340	5329	3745
INSRR	1833	4911	4663
PEAR1	457	285	400
LRRC71	1801	2772	1413
ARHGEF11	1144	2162	1006
ETV3L	1255	1092	1877
ETV3	2198	3535	4128
FCRL5	1181	1183	1534
FCRL4	1744	815	1501
FCRL3	484	1356	1178
FCRL2	3185	2701	3189
FCRL1	116	159	84
CD5L	170	406	481
KIRREL	2907	2671	1335
CD1D	2472	913	2322
CD1A	1094	2518	590
CD1C	897	1157	1231
CD1B	5105	4206	8172
CD1E	7885	9573	4313
OR10T2	44	15	58
OR10K2	4342	1431	4699
OR10K1	4559	8724	2505
OR10R2	1527	1026	1197
OR6Y1	1323	1102	1335
OR6P1	7912	6248	9882
OR10Z1	528	873	244
SPTA1	1820	2317	1241
OR6K2	5	7	2
OR6K3	365	401	262
OR6K6	5850	2737	3246
OR6N1	8198	13046	6220
OR6N2	4863	3819	5357
MNDA	2999	1479	1571
PYHIN1	2814	394	1268
IFI16	367	870	569
AIM2	2229	3681	5808
CADM3	1688	3010	936
ACKR1	631	499	951
FCER1A	3096	2979	1389
OR10J3	1572	933	2166
OR10J1	222	421	147
OR10J5	448	653	390
APCS	3108	3259	4208
CRP	1620	876	1345
DUSP23	1678	1675	808
FCRL6	2286	2459	2144
SLAMF8	4623	3776	2470
C1orf204	1193	1463	1889
VSIG8	904	1795	2045
RP11-190A12.7	4791	5657	2915
CFAP45	1858	1579	813
TAGLN2	7420	2590	5566
IGSF9	385	326	465
SLAMF9	153	213	99
KCNJ10	594	567	289
PIGM	1862	1227	2449
KCNJ9	3093	3085	1839
IGSF8	789	1290	808
ATP1A2	38	30	34
ATP1A4	2561	3129	2108
CASQ1	5689	2490	5393
PEA15	1079	817	383
DCAF8	56	293	66
RP11-574F21.3	548	421	266
PEX19	949	1103	1114
COPA	2146	1437	1256
NCSTN	17434	5366	19955
NHLH1	1553	1822	1081
VANGL2	959	1864	1310
SLAMF6	658	700	1434
CD84	2114	1487	1269
SLAMF1	424	675	1110
CD48	1579	938	739
SLAMF7	205	147	91
LY9	167	137	114
CD244	2090	1235	1553
ITLN1	2405	3338	1316
ITLN2	26	6	42
F11R	499	1111	1044
RP11-544M22.13	129	46	127
TSTD1	6082	2971	17871
USF1	784	433	278
ARHGAP30	1856	1494	1974
AL591806.1	4239	2898	2455
NECTIN4	1150	675	425
KLHDC9	808	1669	1578
PFDN2	2192	1738	2444
NIT1	7557	9286	5007
DEDD	281	544	365
UFC1	1543	1464	1742
USP21	4419	5551	6386
PPOX	195	204	294
B4GALT3	762	2815	877
ADAMTS4	3929	3272	4664
NDUFS2	383	937	1810
FCER1G	1338	1762	1645
APOA2	2916	8034	2778
TOMM40L	410	201	595
NR1I3	10960	8361	6920
PCP4L1	3615	2785	3264
MPZ	1712	2338	748
SDHC	1508	2394	1442
CFAP126	1768	1063	740
FCGR2A	295	403	243
HSPA6	1508	2650	999
FCGR3A	576	348	342
FCGR3B	1596	2069	4368
FCGR2B	1695	1561	732
FCRLA	14317	24976	11632
FCRLB	10913	8028	4344
DUSP12	3621	2779	2650
ATF6	381	216	424
OLFML2B	5034	6206	2807
NOS1AP	105	139	162
RP11-565P22.6	828	819	1870
C1orf226	103	95	53
C1orf111	526	566	697
SH2D1B	5890	2260	2472
UHMK1	2926	4966	3524
UAP1	83	166	79
DDR2	6250	5013	7577
HSD17B7	7229	2740	3036
CCDC190	10175	2140	6213
RGS4	483	534	1302
RGS5	1523	552	2159
NUF2	3400	3993	4418
PBX1	2143	3469	3385
LMX1A	2803	6870	4353
RXRG	485	679	1212
LRRC52	26	27	25
MGST3	4454	3818	6718
ALDH9A1	627	2360	1114
TMCO1	705	1604	707
UCK2	3410	2726	4588
FAM78B	1624	2355	3112
POGK	1651	2034	1910
TADA1	671	753	680
ILDR2	2759	2394	4820
MAEL	574	839	740
GPA33	90	82	59
DUSP27	1062	862	944
POU2F1	523	632	1014
CD247	698	695	1663
CREG1	1546	1361	949
RCSD1	878	1672	736
MPZL1	4144	4224	6690
ADCY10	1028	897	1659
MPC2	2252	4257	5425
DCAF6	4908	9556	14718
GPR161	4614	14711	14447
TIPRL	992	841	1993
SFT2D2	727	2329	2316
TBX19	523	856	957
XCL2	1200	1119	1734
XCL1	86	90	80
DPT	3680	4161	3032
ATP1B1	1447	2049	2591
NME7	1731	4755	4927
BLZF1	2006	1393	2731
CCDC181	4169	10654	8209
SLC19A2	766	819	720
F5	549	1237	1337
SELP	208	84	96
C1orf112	8838	12146	5021
SELL	560	407	595
SELE	1139	1327	1902
METTL18	1260	1080	1522
SCYL3	3451	1509	1686
KIFAP3	1696	6358	4287
METTL11B	1637	2378	2280
GORAB	129	112	105
PRRX1	3192	2801	3989
MROH9	637	993	1744
FMO3	2497	1401	1843
FMO2	1173	1492	991
FMO1	6624	8700	6131
FMO4	4584	6424	2056
PRRC2C	1064	7760	6423
RP3-454G6.2	807	1485	1694
MYOC	605	471	342
VAMP4	1071	527	604
METTL13	167	103	492
DNM3	8248	4767	9683
PIGC	4550	3013	2627
C1orf105	4157	9047	7617
SUCO	7225	5607	3357
FASLG	657	343	302
TNFSF18	6235	3330	1788
TNFSF4	1908	3390	3446
PRDX6	135	95	93
SLC9C2	1447	1607	801
ANKRD45	75	27	28
RP11-360D2.1	2569	4446	2491
KLHL20	8749	4777	2741
CENPL	714	844	1382
DARS2	2390	2107	1584
ZBTB37	2594	2570	5880
SERPINC1	184	459	295
RC3H1	654	583	411
RABGAP1L	3134	1816	3021
GPR52	4921	1434	950
CACYBP	703	884	684
MRPS14	2169	1979	1725
TNN	483	794	706
KIAA0040	1131	1229	903
TNR	15420	17423	7712
RFWD2	209	53	74
PAPPA2	1395	882	1045
ASTN1	3951	4048	1953
BRINP2	4297	2111	884
SEC16B	3732	2264	5787
RASAL2	11	20	10
LINC00083	1939	2577	785
TEX35	1934	2349	1683
RALGPS2	3290	3032	3075
ANGPTL1	704	1279	805
FAM20B	1305	2707	1447
TOR3A	3587	1503	4078
ABL2	1679	4910	3065
SOAT1	145	283	154
AXDND1	890	1443	752
NPHS2	2201	1549	1625
TDRD5	847	1439	1567
FAM163A	1421	691	1355
TOR1AIP2	6981	4733	4785
TOR1AIP1	676	522	932
CEP350	1262	529	1215
QSOX1	1492	2351	1207
LHX4	503	676	1244
ACBD6	4539	3169	9256
XPR1	393	422	343
KIAA1614	1269	2998	2698
STX6	912	1586	597
MR1	528	1047	852
IER5	586	317	524
CACNA1E	1351	2479	2274
ZNF648	3763	2972	1854
GLUL	8302	7058	2970
TEDDM1	4110	2372	1154
RGSL1	764	1345	1030
RNASEL	1823	1469	3488
RGS16	5459	5726	4524
RGS8	5322	3161	3920
NPL	8699	4456	2930
DHX9	74	75	45
SHCBP1L	717	857	469
LAMC1	1531	445	822
LAMC2	1304	1185	1406
NMNAT2	987	815	192
SMG7	4424	1953	5606
NCF2	475	1366	785
ARPC5	76	40	27
RGL1	1122	1132	1395
APOBEC4	261	151	279
COLGALT2	5645	5613	2324
TSEN15	4879	3062	9462
C1orf21	1027	310	749
EDEM3	625	290	185
FAM129A	610	860	848
RNF2	2660	2319	1149
TRMT1L	54	47	97
SWT1	342	333	934
IVNS1ABP	2956	3421	3254
HMCN1	662	473	902
PRG4	1267	539	587
TPR	284	230	135
C1orf27	1255	1370	1638
AL596220.1	2335	3081	1775
OCLM	497	1402	966
PDC	3928	2148	3499
PTGS2	1901	1531	972
PLA2G4A	4476	2988	2838
BRINP3	3533	2225	4014
RGS18	1980	2931	4962
RGS21	846	1010	723
RGS1	8987	2548	5046
RGS13	2293	2243	1282
RGS2	1384	1484	1064
UCHL5	5082	5492	4755
TROVE2	1096	2421	1992
GLRX2	6610	3453	3613
CDC73	642	2392	1425
B3GALT2	1129	934	1245
KCNT2	18853	11076	8446
CFH	2816	3672	2540
CFHR3	1855	2558	1130
RP4-608O15.3	1412	1171	521
CFHR1	1085	1727	4864
CFHR4	1184	3842	3799
CFHR2	211	222	199
CFHR5	440	511	389
F13B	49	17	58
ASPM	582	398	532
ZBTB41	842	688	376
CRB1	4787	2729	5141
DENND1B	78	146	84
C1orf53	3953	3885	4581
LHX9	192	129	53
NEK7	1475	2342	1180
ATP6V1G3	117	118	106
PTPRC	7031	5259	8993
NR5A2	45	46	42
ZNF281	1671	2726	1162
KIF14	5521	7464	11110
DDX59	1166	907	792
CAMSAP2	1062	2029	2101
GPR25	1969	3134	2915
C1orf106	138	188	251
KIF21B	2360	2316	2896
CACNA1S	395	129	274
ASCL5	774	1467	1783
TMEM9	1005	1417	585
IGFN1	5014	2488	3311
PKP1	10537	6015	7776
TNNT2	2332	1865	1493
LAD1	1046	1107	178
TNNI1	1756	1971	587
PHLDA3	5666	2883	5624
CSRP1	726	1418	592
NAV1	216	177	169
IPO9	595	513	846
SHISA4	1494	636	2427
LMOD1	1957	1368	1777
TIMM17A	83	84	23
RNPEP	4723	9638	3304
ELF3	885	876	560
GPR37L1	276	288	639
ARL8A	4096	2395	3234
PTPN7	1038	786	1364
LGR6	2277	1911	1563
UBE2T	1192	3199	1973
PPP1R12B	568	470	282
SYT2	3367	5041	2654
KDM5B	3222	1959	4567
RABIF	891	831	1005
KLHL12	2860	2112	2377
ADIPOR1	655	440	670
CYB5R1	2858	7352	4671
TMEM183A	2100	3080	2178
PPFIA4	505	304	631
MYOG	754	1709	2018
ADORA1	4130	2812	2742
MYBPH	1104	1019	585
CHI3L1	106	135	252
CHIT1	953	2926	1828
BTG2	1338	2323	1704
FMOD	334	237	274
PRELP	4952	7053	5746
OPTC	8137	5551	3679
ATP2B4	2257	861	1305
LAX1	1838	1479	2926
ZC3H11A	52	52	81
ZBED6	1292	699	477
SNRPE	4728	3260	4939
SOX13	155	141	103
ETNK2	461	475	519
REN	824	1073	794
KISS1	297	374	333
GOLT1A	463	875	900
PLEKHA6	8846	8157	4894
PPP1R15B	2897	8850	3879
PIK3C2B	1894	1195	1800
MDM4	1030	1120	685
LRRN2	1749	922	749
NFASC	434	392	408
CNTN2	939	312	490
TMEM81	5898	2338	2393
RBBP5	1226	891	1614
DSTYK	628	334	574
TMCC2	4918	7162	2421
NUAK2	599	1979	2548
KLHDC8A	1415	3340	3177
LEMD1	929	2170	2691
CDK18	649	137	316
MFSD4A	1157	634	951
ELK4	369	345	428
SLC45A3	5843	6702	1379
NUCKS1	2280	2602	3416
RAB29	288	128	223
SLC41A1	727	1126	1373
PM20D1	7707	4520	3832
SLC26A9	1029	998	1555
RAB7B	4797	1720	3454
CTSE	1234	1597	800
C1orf186	147	150	73
AVPR1B	7722	6138	6165
FAM72A	407	303	2057
SRGAP2	20	109	58
IKBKE	3173	5994	7720
RASSF5	1248	958	1272
EIF2D	2472	3791	2293
DYRK3	1656	3884	3767
MAPKAPK2	7253	7307	6587
IL10	523	240	827
IL19	5113	5010	2639
IL20	1579	1142	1241
IL24	4748	10472	5148
FCMR	72	173	32
PIGR	1436	1267	606
FCAMR	1598	1779	2612
C1orf116	30	29	32
PFKFB2	93	132	150
YOD1	105	112	127
C4BPB	1060	745	858
C4BPA	3369	6859	8088
CD55	26	57	75
CR2	1441	1685	2073
CR1	5185	8830	4749
CR1L	4355	2787	3479
CD46	723	815	1105
CD34	7184	10878	8191
PLXNA2	4923	3475	6327
CAMK1G	2525	2208	1577
LAMB3	2772	3729	3629
G0S2	280	453	302
HSD11B1	748	765	895
TRAF3IP3	1307	3994	2060
C1orf74	22357	4946	14054
IRF6	1538	1894	1175
DIEXF	8208	6089	6445
SYT14	124	330	540
AL022397.1	998	314	846
SERTAD4	5250	5628	7950
HHAT	1725	1615	3293
KCNH1	586	816	620
RCOR3	5239	13934	4863
TRAF5	391	510	490
RD3	1853	1572	568
SLC30A1	817	1513	1962
NEK2	2039	1899	1944
LPGAT1	590	1808	1028
INTS7	4034	6774	12633
DTL	78	162	170
PPP2R5A	790	1706	1067
TMEM206	1217	1034	2137
NENF	9898	8456	5546
ATF3	3739	5839	3161
FAM71A	202	239	129
BATF3	499	671	632
NSL1	2874	1820	3270
TATDN3	1767	879	2180
SPATA45	1477	1405	1818
FLVCR1	1313	868	806
VASH2	8011	7340	7123
ANGEL2	961	1029	1316
RPS6KC1	5185	1482	1616
PROX1	77	183	94
SMYD2	124	216	94
PTPN14	3054	2133	1010
CENPF	15	25	34
KCNK2	1565	1206	610
KCTD3	6390	8458	4036
USH2A	805	773	602
ESRRG	75	60	106
GPATCH2	2069	1595	2450
SPATA17	2481	2418	1271
RRP15	95	137	95
TGFB2	3119	3770	2537
LYPLAL1	238	613	274
ZC3H11B	5218	3872	4684
SLC30A10	2051	1821	755
EPRS	2103	3701	1245
BPNT1	629	513	561
IARS2	272	176	202
RAB3GAP2	2092	2273	1646
MARK1	52	45	15
C1orf115	1156	418	320
MARC2	1333	1095	2207
MARC1	1563	511	893
HLX	580	944	662
DUSP10	161	227	102
HHIPL2	486	678	856
TAF1A	1437	1387	1274
MIA3	860	1079	1728
AIDA	345	227	201
BROX	405	781	1173
FAM177B	13894	5222	11009
DISP1	1885	1124	2338
TLR5	6225	7745	5463
SUSD4	1273	2557	1805
CCDC185	1530	2320	4600
CAPN8	3871	5946	3630
CAPN2	1914	4198	2755
TP53BP2	1996	3150	1272
FBXO28	2962	5330	4192
DEGS1	147	76	99
NVL	3523	4223	4019
CNIH4	6653	5549	3807
WDR26	667	1101	400
CNIH3	1908	2465	1071
DNAH14	528	761	625
LBR	1189	425	631
ENAH	1456	1359	897
SRP9	10078	16394	22139
EPHX1	137	78	94
TMEM63A	795	2005	978
LEFTY1	878	506	1308
RP4-559A3.7	155	73	61
PYCR2	909	442	467
LEFTY2	52	6	45
SDE2	502	925	1194
H3F3A	1227	1408	815
ACBD3	85	136	60
MIXL1	892	346	1059
LIN9	1301	306	1075
PARP1	3066	2355	1641
STUM	9287	1680	13667
ITPKB	6860	5461	11144
PSEN2	403	1039	757
ADCK3	3914	2705	2598
CDC42BPA	4504	2477	3320
ZNF678	325	502	299
SNAP47	619	1391	764
JMJD4	185	292	125
PRSS38	453	851	648
WNT9A	769	337	1649
WNT3A	367	707	781
ARF1	4393	5612	5092
C1orf35	2972	4224	2114
MRPL55	2098	1235	1168
GUK1	1730	2899	3797
GJC2	943	1945	797
IBA57	618	355	554
C1orf145	570	1046	463
OBSCN	2087	1473	4710
TRIM11	3145	1552	4127
TRIM17	52	43	28
HIST3H3	4753	5345	3290
HIST3H2A	1927	1889	869
HIST3H2BB	1288	1325	578
RNF187	1786	1058	1812
RHOU	2217	1156	1776
TMEM78	310	286	323
RAB4A	547	537	433
SPHAR	192	184	225
CCSAP	3955	4643	6570
ACTA1	6177	3931	15998
NUP133	1872	933	992
ABCB10	2127	2294	2123
TAF5L	13634	9973	9416
URB2	14089	6573	4605
GALNT2	5556	8070	3725
